repo_name,cbo_mean,dit_mean,lcom_mean,cbo_total,dit_total,lcom_total
AlexLiuSheng/CheckVersionLib,2.900000,1.216667,31.833333,174,73,1910
glomadrian/Grav,5.022727,1.250000,2.522727,221,55,111
jobrunr/jobrunr,5.565412,1.517921,19.073477,6211,1694,21286
500px/500px-android-blur,5.500000,1.666667,9.333333,33,10,56
vector4wang/spring-boot-quick,4.060317,1.187302,24.317460,2558,748,15320
TangoAgency/material-intro-screen,4.670330,1.604396,48.527473,425,146,4416
saulmm/CoordinatorBehaviorExample,9.500000,1.500000,8.000000,19,3,16
Qihoo360/ArgusAPM,4.521186,1.271186,7.186441,1067,300,1696
reactor/reactor-netty,6.683471,1.519835,56.052893,8087,1839,67824
north2016/T-MVP,4.625000,1.513889,6.118056,666,218,881
google/bindiff,5.249631,1.943131,19.311669,7108,2631,26148
Kong/unirest-java,5.379902,1.414216,69.110294,2195,577,28197
simple-android-framework/android_design_patterns_analysis,1.750000,1.000000,0.250000,21,12,3
CJT2325/CameraView,3.466667,1.152381,11.800000,364,121,1239
thombergs/code-examples,4.198281,1.102006,3.029799,7326,1923,5287
FudanNLP/fnlp,4.664399,1.258503,14.768707,2057,555,6513
openboard-team/openboard,5.966184,1.478261,47.021739,2470,612,19467
threedr3am/learnjavabug,3.148515,1.171617,10.432343,954,355,3161
nisrulz/sensey,4.211538,1.326923,31.403846,219,69,1633
r0adkll/Slidr,4.828571,1.200000,32.000000,169,42,1120
Tornaco/Thanox,5.315846,1.510707,48.851713,9930,2822,91255
Krupen/FabulousFilter,7.028571,1.714286,10.971429,246,60,384
bonigarcia/webdrivermanager,5.666667,1.125000,294.562500,816,162,42417
jmp-12/SuperToasts,6.022727,1.386364,9.363636,265,61,412
huaban/jieba-analysis,2.571429,1.071429,11.928571,36,15,167
jfeinstein10/JazzyViewPager,4.888889,1.555556,52.555556,44,14,473
voldemort/voldemort,8.427707,1.601331,92.340593,13931,2647,152639
siyamed/android-shape-imageview,5.418605,1.930233,11.674419,233,83,502
spotify/docker-maven-plugin,6.233333,1.566667,29.633333,187,47,889
code-troopers/android-betterpickers,5.287009,1.794562,12.356495,1750,594,4090
tiann/understand-plugin-framework,3.537313,1.417910,1.179104,237,95,79
bingoogolapple/BGABadgeView-Android,4.962963,1.185185,24.000000,134,32,648
vdurmont/emoji-java,3.392857,1.000000,42.857143,95,28,1200
JetBrains/skija,6.482759,1.758621,193.768025,2068,561,61812
jaydenxiao2016/AndroidFire,4.629433,1.381206,42.517730,2611,779,23980
Todd-Davies/ProgressWheel,5.666667,1.333333,184.500000,34,8,1107
wildfirechat/android-chat,5.142438,1.445487,39.356975,8773,2466,67143
bm-x/PhotoView,3.179487,1.230769,28.564103,124,48,1114
sharpie7/circuitjs1,6.562264,1.932075,116.528302,1739,512,30880
xuchengsheng/wx-dump-4j,4.962963,1.162037,33.550926,1072,251,7247
Kyson/AndroidGodEye,4.455067,1.139579,7.868069,2330,596,4115
erupts/erupt,6.435203,1.237911,4.187621,3327,640,2165
dlew/joda-time-android,4.666667,1.190476,27.428571,98,25,576
mongodb/mongo-java-driver,7.325916,1.386511,67.315303,21399,4050,196628
Naccl/NBlog,6.391705,1.092166,8.571429,1387,237,1860
VerbalExpressions/JavaVerbalExpressions,3.666667,1.166667,244.000000,44,14,2928
google/hover,4.800000,1.426316,7.126316,912,271,1354
yingLanNull/ShadowImageView,5.545455,1.272727,4.727273,61,14,52
huazhiyuan2008/RecyclerViewCardGallery,3.736842,1.368421,1.947368,71,26,37
Malinskiy/SuperRecyclerView,3.708333,1.430556,35.888889,267,103,2584
devopshydclub/vprofile-project,5.615385,1.038462,50.346154,146,27,1309
pchmn/MaterialChipsInput,6.466667,1.422222,21.911111,291,64,986
square/keywhiz,8.401575,1.234252,51.714567,4268,627,26271
chennaione/sugar,3.451282,1.184615,16.774359,673,231,3271
manifold-systems/manifold,4.727667,1.540323,61.147643,7621,2483,98570
qii/weiciyuan,5.412766,1.519149,31.979574,6360,1785,37576
devaige/WheelPicker,4.285714,1.476190,143.952381,90,31,3023
esoxjem/MovieGuide,5.800000,1.123077,10.707692,377,73,696
android/animation-samples,5.485915,1.401408,9.542254,779,199,1355
awsdocs/aws-lambda-developer-guide,5.090909,1.090909,5.242424,168,36,173
eclipsesource/J2V8,4.462366,1.218638,46.089606,1245,340,12859
alibaba/jvm-sandbox-repeater,4.156607,1.765090,85.753670,2548,1082,52567
Jay-Goo/RangeSeekBar,6.555556,1.444444,373.500000,118,26,6723
opensolon/solon,4.490620,1.264791,37.862193,12448,3506,104954
hierynomus/sshj,5.156648,1.444444,22.870674,2831,793,12556
fossasia/phimpme-android,5.149573,1.460470,457.117521,4820,1367,427862
mihaip/dex-method-counts,2.739130,1.478261,9.391304,63,34,216
Eanya-Tonic/CCTV_Viewer,5.933333,1.466667,8.066667,89,22,121
xuuhaoo/OkSocket,4.360000,1.426667,6.640000,654,214,996
JoyChou93/java-sec-code,5.595506,1.202247,7.426966,498,107,661
SkyTubeTeam/SkyTube,7.845614,1.943860,31.800000,2236,554,9063
SonicCloudOrg/sonic-server,9.572614,1.253112,7.912863,2307,302,1907
mouzt/mzt-biz-log,4.848837,1.151163,12.395349,417,99,1066
gzu-liyujiang/Android_CN_OAID,5.032609,1.304348,11.380435,463,120,1047
LSPosed/CorePatch,2.702703,1.540541,3.810811,100,57,141
facebookarchive/device-year-class,3.857143,1.428571,9.714286,27,10,68
iReaderAndroid/X2C,5.013889,1.402778,58.847222,361,101,4237
SimonVT/android-menudrawer,5.385714,1.714286,91.714286,377,120,6420
liangfeidotme/MasteringAndroidDataBinding,3.923077,2.038462,1.076923,102,53,28
sergejsha/pinned-section-listview,6.000000,1.800000,18.200000,60,18,182
LuckyJayce/ViewPagerIndicator,5.310000,1.770000,20.010000,531,177,2001
pf4j/pf4j,4.347826,1.429348,22.989130,800,263,4230
cyrilmottier/GreenDroid,5.900000,1.900000,26.084615,767,247,3391
shatyuka/Zhiliao,3.047244,1.000000,4.952756,387,127,629
bucket4j/bucket4j,6.989324,1.389680,14.204626,3928,781,7983
SufficientlySecure/html-textview,4.564103,1.461538,7.025641,178,57,274
mxn21/FlowingDrawer,4.096774,1.516129,57.290323,127,47,1776
Azoft/CarouselLayoutManager,4.160000,1.280000,26.960000,104,32,674
katzer/cordova-plugin-local-notifications,6.681818,1.409091,35.272727,147,31,776
prontera/spring-cloud-rest-tcc,6.787879,1.373737,1.767677,672,136,175
Ramotion/paper-onboarding-android,3.192308,1.230769,4.500000,83,32,117
googlearchive/android-ConstraintLayoutExamples,3.075000,1.900000,9.775000,123,76,391
apache/logging-flume,5.010387,1.395656,18.731822,5306,1478,19837
florent37/DiagonalLayout,5.875000,1.500000,20.875000,47,12,167
yzcheng90/x-springboot,6.311258,1.357616,2.119205,953,205,320
bin456789/Unblock163MusicClient-Xposed,4.557377,1.196721,19.639344,278,73,1198
casbin/jcasbin,4.471014,1.536232,59.811594,617,212,8254
mcxtzhang/ZLayoutManager,4.125000,1.395833,6.437500,198,67,309
commonmark/commonmark-java,5.439791,1.549738,18.424084,2078,592,7038
pwittchen/ReactiveNetwork,6.408163,1.020408,18.122449,314,50,888
polymorphicshade/Tubular,8.272578,1.645320,45.612479,5038,1002,27778
nutzam/nutz,3.987065,1.397512,63.240299,8014,2809,127113
eclipse-collections/eclipse-collections,7.195433,1.533511,211.244958,24263,5171,712318
marytts/marytts,6.050051,1.591420,113.583248,5923,1558,111198
mc1arke/sonarqube-community-branch-plugin,6.897727,1.196970,8.329545,1821,316,2199
fossasia/susi_server,8.486880,1.860058,47.107872,2911,638,16158
team-supercharge/ShimmerLayout,5.750000,1.500000,87.750000,23,6,351
Zomato/AndroidPhotoFilters,3.782609,1.173913,4.000000,87,27,92
alibaba/yugong,4.649007,1.549669,11.940397,702,234,1803
linkedin/rest.li,6.447561,1.471955,29.347100,33566,7663,152781
lealone/Lealone,6.683486,2.190826,161.458716,7285,2388,175990
xtuhcy/gecco,5.228571,1.192857,27.921429,732,167,3909
nanchen2251/CompressHelper,5.272727,1.090909,24.181818,58,12,266
Swagger2Markup/swagger2markup,5.979021,1.555944,37.762238,1710,445,10800
javaee-samples/javaee7-samples,5.021596,1.250704,2.043192,5348,1332,2176
deeplearning4j/deeplearning4j-examples,8.977839,1.105263,8.795014,3241,399,3175
geekidea/spring-boot-plus,6.117021,1.379433,7.570922,1725,389,2135
Antabot/White-Jotter,6.508772,1.105263,5.631579,371,63,321
zjw-swun/AppMethodOrder,4.428571,2.000000,20.428571,31,14,143
elye/loaderviewlibrary,4.636364,1.636364,11.090909,51,18,122
google/jimfs,4.935185,1.328704,52.333333,1066,287,11304
bcgit/bc-java,6.090882,2.214674,31.629126,60519,22005,314267
zema1/suo5,18.500000,1.000000,373.500000,37,2,747
yanzhenjie/Album,5.868020,1.563452,26.944162,1156,308,5308
WangDaYeeeeee/GeometricWeather,5.245161,1.475269,40.420430,4878,1372,37591
HotswapProjects/HotswapAgent,4.745350,1.385504,30.044901,7398,2160,46840
liyiorg/weixin-popular,2.436950,1.527859,66.155425,1662,1042,45118
iPaulPro/Android-ItemTouchHelper-Demo,5.230769,1.615385,3.538462,68,21,46
igreenwood/SimpleCropView,4.272727,1.168831,107.376623,329,90,8268
romainguy/ViewServer,4.000000,1.833333,30.833333,24,11,185
ndroi/easy163,4.012987,1.246753,4.363636,309,96,336
Netflix/archaius,3.903323,1.214502,16.398792,1292,402,5428
tlaplus/tlaplus,5.544402,1.939768,79.081467,14360,5024,204821
UniversalMediaServer/UniversalMediaServer,5.281839,2.087415,387.216277,7009,2770,513836
http-kit/http-kit,3.184932,1.267123,6.047945,465,185,883
oasisfeng/condom,4.830189,1.273585,192.066038,512,135,20359
vsch/flexmark-java,6.771793,1.424764,155.223765,12196,2566,279558
wuxudong/react-native-charts-wrapper,8.522727,2.272727,28.477273,375,100,1253
Nekogram/Nekogram,6.879847,1.664817,61.559514,91729,22197,820773
logfellow/logstash-logback-encoder,5.453401,1.949622,38.727960,2165,774,15375
sofastack/sofa-bolt,5.880668,1.441527,23.720764,2464,604,9939
pac4j/pac4j,7.227862,1.730022,16.861771,6693,1602,15614
openjdk/jmh,5.386457,1.209302,14.657319,7875,1768,21429
nico2sh/materialish-progress,3.125000,1.375000,12.562500,50,22,201
spring-io/start.spring.io,5.553571,1.327381,7.133929,1866,446,2397
2dxgujun/AndroidTagGroup,4.541667,1.541667,14.250000,109,37,342
AhmadElsagheer/Competitive-programming-library,1.908046,1.000000,2.597701,166,87,226
jdsjlzx/LRecyclerView,4.643443,1.547131,11.639344,2266,755,5680
chrisk44/Hijacker,3.543103,1.288793,6.375000,822,299,1479
LaiFeng-Android/SopCastComponent,3.638889,1.263889,10.000000,786,273,2160
yeriomin/YalpStore,5.895216,2.612756,15.396355,2588,1147,6759
Cleveroad/SlidingTutorial-Android,5.971429,1.642857,12.614286,418,115,883
litao0621/NiftyDialogEffects,3.360000,1.720000,17.920000,84,43,448
balysv/material-menu,4.866667,1.466667,33.666667,73,22,505
JakeWharton/RxRelay,2.830508,1.474576,13.627119,167,87,804
johannilsson/android-pulltorefresh,5.500000,1.666667,23.166667,33,10,139
googlemaps-samples/android-samples,7.876106,1.654867,6.734513,1780,374,1522
square/tape,4.333333,1.500000,7.833333,104,36,188
jeasonlzy/NineGridView,5.196429,1.375000,21.964286,291,77,1230
daimajia/AnimationEasingFunctions,2.837838,1.837838,1.621622,105,68,60
ctripcorp/C-OCR,3.605634,1.112676,46.000000,256,79,3266
githubwing/ZoomHeader,3.583333,1.458333,5.791667,86,35,139
mabe02/lanterna,6.356757,1.738739,26.645045,3528,965,14788
JakeWharton/Telecine,5.413043,1.217391,6.652174,249,56,306
atomashpolskiy/bt,5.283080,1.225597,18.661605,4871,1130,17206
caoxinyu/RedisClient,4.035211,1.406103,5.354460,1719,599,2281
qos-ch/slf4j,3.859712,1.302158,51.244604,1073,362,14246
BaronZ88/MinimalistWeather,4.696000,1.320000,47.944000,587,165,5993
algorithmzuo/algorithm-journey,2.078032,1.115352,3.589483,2450,1315,4232
huanzi-qch/base-admin,6.854962,1.312977,5.030534,898,172,659
Bukkit/Bukkit,3.777354,1.842239,46.755725,2969,1448,36750
google/copybara,7.636722,1.190701,16.976359,9691,1511,21543
Chora10/Cknife,1.821918,1.890411,3.691781,266,276,539
iammert/MaterialIntroView,4.975610,1.317073,18.365854,204,54,753
luxiaoxun/NettyRpc,4.311688,1.285714,2.701299,332,99,208
yuyakaido/CardStackView,5.000000,1.227273,6.227273,110,27,137
nex3z/FlowLayout,4.285714,1.571429,20.714286,60,22,290
henninghall/react-native-date-picker,4.007576,1.378788,29.878788,529,182,3944
Notsfsssf/Pix-EzViewer,1.482759,1.068966,40.603448,86,62,2355
saulmm/Material-Movies,4.333333,1.179487,18.525641,338,92,1445
mqzhangw/JIMU,3.796512,1.430233,5.552326,653,246,955
DSAppTeam/PanelSwitchHelper,5.428571,1.403361,7.798319,646,167,928
open-keychain/open-keychain,6.806660,1.645698,15.020352,7358,1779,16237
nelenkov/android-backup-extractor,4.500000,1.000000,41.000000,9,2,82
zeromq/jeromq,4.821571,1.382157,38.378162,3621,1038,28822
zhouchaoyuan/excelPanel,5.333333,1.666667,20.121212,176,55,664
ozodrukh/CircularReveal,3.533333,1.233333,5.450000,212,74,327
EhsanTang/ApiManager,6.933934,1.402402,385.417417,2309,467,128344
wushuo894/ani-rss,7.313433,1.067164,6.888060,980,143,923
hellokaton/30-seconds-of-java8,2.083333,1.055556,201.500000,75,38,7254
mymmsc/books,1.491667,2.500000,0.000000,179,300,0
igniterealtime/Smack,4.926395,1.748374,22.392674,14390,5107,65409
lbryio/lbry-android,5.066952,1.283476,43.460114,3557,901,30509
modelcontextprotocol/java-sdk,9.003086,1.200617,49.787037,2917,389,16131
opentripplanner/OpenTripPlanner,6.402659,1.159558,28.100351,25521,4622,112008
moquette-io/moquette,7.009585,1.380192,20.575080,2194,432,6440
Rajawali/Rajawali,6.117857,2.560714,62.457143,5139,2151,52464
delight-im/Android-AdvancedWebView,7.666667,1.222222,210.333333,69,11,1893
hefuyicoder/ListenerMusicPlayer,4.893220,1.177966,11.613559,2887,695,6852
yqritc/RecyclerView-FlexibleDivider,5.911765,1.529412,7.558824,201,52,257
path/android-priority-jobqueue,4.312500,1.986111,9.909722,621,286,1427
spring-projects/spring-kafka,7.241569,1.337255,30.991373,9233,1705,39514
Julow/Unexpected-Keyboard,4.939394,1.348485,23.878788,652,178,3152
thombergs/buckpal,5.422222,1.133333,4.777778,244,51,215
konifar/android-material-design-icon-generator-plugin,1.821429,1.214286,28.285714,51,34,792
xmuSistone/CardSlidePanel,4.333333,1.380952,8.000000,91,29,168
DeemOpen/zkui,6.583333,1.375000,10.750000,158,33,258
xuexiangjys/XUpdate,5.760684,1.196581,41.393162,674,140,4843
Comcast/FreeFlow,4.575342,1.328767,73.150685,334,97,5340
openzipkin/brave,6.294492,1.570621,13.363701,8913,2224,18923
alexvasilkov/GestureViews,6.580645,1.682796,20.688172,1224,313,3848
cachapa/ExpandableLayout,5.200000,1.600000,13.950000,104,32,279
gongwen/MarqueeViewLibrary,4.360000,1.480000,4.760000,109,37,119
alibaba/TProfiler,2.763158,1.421053,23.078947,105,54,877
zalando/zalenium,9.206897,1.362069,50.043103,1068,158,5805
rsocket/rsocket-java,6.537037,1.518519,16.333333,4942,1148,12348
android-cjj/JJSearchViewAnim,4.777778,1.666667,9.888889,86,30,178
balysv/material-ripple,6.600000,1.400000,51.933333,99,21,779
find-sec-bugs/find-sec-bugs,2.708535,1.559581,23.355072,3364,1937,29007
elevenetc/TextSurface,5.144928,1.159420,8.927536,355,80,616
VictorAlbertos/RxCache,3.894273,1.431718,12.995595,884,325,2950
ProgrammerAnthony/Pantheon,3.829365,1.289683,20.484127,965,325,5162
QNJR-GROUP/EasyTransaction,4.936170,1.196809,7.212766,1856,450,2712
apache/activemq,5.573376,1.728728,51.280005,42118,13064,387523
WuKongOpenSource/WukongCRM-11.0-JAVA,7.180952,1.208964,13.029692,12818,2158,23258
komoot/photon,6.528455,1.406504,25.325203,803,173,3115
pilgr/Paper,4.096774,1.322581,18.064516,254,82,1120
Ramotion/cardslider-android,5.129032,1.225806,15.451613,159,38,479
meituan/WMRouter,4.191667,1.729167,11.637500,1006,415,2793
baomidou/mybatis-plus-samples,3.940887,1.123153,0.729064,800,228,148
didi/tinyid,3.300000,1.150000,8.550000,132,46,342
f-droid/fdroidclient,7.177419,1.527650,37.774194,3115,663,16394
grishka/Houseclub,4.139706,1.632353,4.485294,563,222,610
AnyChart/AnyChart-Android,14.647712,2.639390,6456.879334,10561,1903,4655410
nikita36078/J2ME-Loader,4.000000,1.606365,27.907873,4776,1918,33322
Diolor/Swipecards,4.230769,1.461538,13.846154,55,19,180
confluentinc/schema-registry,7.719202,1.454921,145.869924,11216,2114,211949
apache/incubator-seata-samples,3.965116,1.011628,3.732558,682,174,642
LuckyJayce/LargeImage,4.555556,1.492063,29.317460,287,94,1847
modelmapper/modelmapper,2.833935,1.229844,23.995788,4710,2044,39881
gitblit-org/gitblit,6.240129,1.812248,39.351330,7744,2249,48835
Rukey7/MvpApp,4.793796,1.264599,34.970803,2627,693,19164
FreddyChen/NettyChat,4.434211,1.315789,58.500000,337,100,4446
Etar-Group/Etar-Calendar,6.144828,1.574713,82.179310,2673,685,35748
forezp/SpringBootLearning,4.034965,1.062937,1.888112,577,152,270
mybatis-flex/mybatis-flex,5.620314,1.250302,259.304716,4648,1034,214445
LaurieWired/Malimite,11.699248,2.526316,789.466165,3112,672,209998
xingda920813/HelloDaemon,3.733333,1.466667,5.033333,112,44,151
sarxos/webcam-capture,3.881773,1.600985,15.054187,1576,650,6112
bingoogolapple/BGASwipeBackLayout-Android,5.130435,1.623188,37.173913,354,112,2565
DreamCats/java-notes,1.833333,1.000000,0.333333,22,12,4
FasterXML/jackson-core,5.591002,2.016360,112.922290,2734,986,55219
patrickfav/uber-apk-signer,3.387097,1.000000,12.193548,105,31,378
bytedance/AlphaPlayer,5.105263,1.578947,44.789474,97,30,851
deltazefiro/Amarok-Hider,5.892157,1.588235,3.803922,601,162,388
Frank-Zhu/PullZoomView,4.210526,1.500000,16.026316,160,57,609
pinguo-zhouwei/MZBannerView,3.742424,1.272727,7.106061,247,84,469
reneargento/algorithms-sedgewick-wayne,3.108924,1.146325,12.683071,4738,1747,19329
hidroh/materialistic,7.670370,1.870370,30.244444,2071,505,8166
exchange-core/exchange-core,7.157895,1.168421,15.600000,1360,222,2964
vikramkakkar/SublimePicker,5.535211,1.605634,37.661972,786,228,5348
bytedance/scene,6.019048,1.563492,23.328571,7584,1970,29394
qiujuer/Genius-Android,4.886667,1.526667,39.020000,733,229,5853
SummerSec/ShiroAttack2,4.738255,1.369128,23.322148,706,204,3475
doocs/coding-interview,0.000000,1.000000,0.000000,0,1,0
vipshop/Saturn,4.256903,1.363745,45.973589,3546,1136,38296
florent37/CameraFragment,4.280992,1.165289,25.909091,518,141,3135
jenkinsci/kubernetes-plugin,7.958466,2.182109,78.559105,2491,683,24589
plattysoft/Leonids,5.093750,1.562500,30.906250,163,50,989
GCX-HCI/tray,4.054054,1.801802,12.639640,450,200,1403
BlueMap-Minecraft/BlueMap,6.395522,1.283582,15.774254,3428,688,8455
decaywood/XueQiuSuperSpider,4.422764,1.772358,30.081301,544,218,3700
lamster2018/EasyProtector,2.913043,1.391304,21.826087,67,32,502
weixiansen574/HybridFileXfer,5.180180,1.306306,23.162162,575,145,2571
leibnitz27/cfr,8.209171,1.497184,25.135961,10204,1861,31244
kongzue/DialogX,4.433269,1.239845,219.990329,2292,641,113735
iiordanov/remote-desktop-clients,4.790890,1.511387,195.393375,2314,730,94375
iqiyi/Andromeda,3.759259,1.703704,8.222222,609,276,1332
code-mc/material-icon-lib,7.166667,2.000000,11.250000,86,24,135
youlaitech/youlai-mall,6.154613,1.204489,3.214464,2468,483,1289
apilayer/restcountries,4.153846,1.230769,24.000000,108,32,624
HeZaiJin/SlantedTextView,4.142857,1.571429,31.714286,29,11,222
H07000223/FlycoDialog_Master,4.291139,1.860759,8.120253,678,294,1283
shyiko/mysql-binlog-connector-java,2.628415,1.147541,34.868852,481,210,6381
addthis/stream-lib,4.000000,1.572727,17.818182,440,173,1960
anitaa1990/Android-Cheat-sheet,1.622857,1.000000,2.302857,284,175,403
skyfishjy/android-ripple-background,5.800000,1.800000,2.400000,29,9,12
amaembo/streamex,6.142857,2.044335,316.068966,1247,415,64162
warkiz/IndicatorSeekBar,5.687500,1.687500,149.281250,182,54,4777
spring-projects/spring-retry,4.175595,1.321429,11.151786,1403,444,3747
a466350665/smart-sso,5.286765,1.345588,11.198529,719,183,1523
ta4j/ta4j,7.742129,2.004498,13.344828,5164,1337,8901
JingYeoh/FragmentRigger,6.740000,2.020000,44.300000,337,101,2215
iMeiji/Toutiao,4.907731,1.451372,131.793017,1968,582,52849
plutext/docx4j,7.843815,1.497293,285.482299,37666,7190,1370886
Zhaoss/WeiXinRecordedDemo,3.709877,1.160494,79.308642,601,188,12848
sonatype/nexus-public,6.467439,1.710348,17.799441,32376,8562,89104
bingoogolapple/BGAPhotoPicker-Android,5.477064,1.495413,38.412844,597,163,4187
siwangqishiq/ImageEditor-Android,5.616541,1.639098,25.691729,747,218,3417
innoveit/react-native-ble-manager,5.500000,1.218750,18.750000,176,39,600
LogNet/grpc-spring-boot-starter,6.923636,1.872727,2.509091,1904,515,690
NotHarshhaa/DevOps-Projects,5.774648,1.190141,22.753521,820,169,3231
techa03/goodsKill,5.961039,1.186147,3.406926,1377,274,787
bz51/SpringBoot-Dubbo-Docker-Jenkins,5.228188,1.570470,23.966443,779,234,3571
balsikandar/Android-Studio-Plugins,0.000000,1.000000,0.000000,0,1,0
i2p/i2p.i2p,5.534172,1.690921,68.998980,16276,4973,202926
yangchong211/YCVideoPlayer,5.045929,1.334029,28.534447,2417,639,13668
PurpurMC/Purpur,5.794521,1.821918,178.712329,423,133,13046
apache/ambari,6.694647,1.478971,43.189260,38521,8510,248511
mendhak/gpslogger,6.437751,1.381526,34.610442,1603,344,8618
jianjunxiao/NiceVieoPlayer,4.588235,1.431373,33.823529,234,73,1725
rmtheis/android-ocr,6.184211,1.368421,26.500000,235,52,1007
eclipse-paho/paho.mqtt.java,5.528796,1.408377,51.960733,2112,538,19849
doggycoder/AndroidOpenGLDemo,4.828025,1.509554,15.420382,758,237,2421
steelkiwi/cropiwa,6.154930,1.338028,21.084507,437,95,1497
hekailiang/squirrel,5.185185,1.681070,32.613169,2520,817,15850
prometheus/client_java,6.293130,1.370992,50.728244,4122,898,33227
apache/gobblin,6.359853,1.464895,10.699908,34693,7991,58368
NordicSemiconductor/Android-BLE-Library,5.650273,1.636612,30.316940,2068,599,11096
Peergos/Peergos,7.843302,1.240101,30.042123,9310,1472,35660
Devlight/NavigationTabStrip,3.647059,1.470588,70.705882,62,25,1202
subhra74/snowflake,2.989455,1.818981,45.913884,1701,1035,26125
HdrHistogram/HdrHistogram,4.277778,2.214286,135.896825,539,279,17123
toolbox4minecraft/amidst,5.786957,1.302174,18.186957,2662,599,8366
zhanghai/MaterialProgressBar,6.436364,2.363636,27.781818,354,130,1528
Yalantis/Euclid,3.714286,1.285714,22.214286,52,18,311
QuantumBadger/RedReader,6.912722,1.522189,27.699704,4673,1029,18725
Naoki2015/CircleDemo,3.913580,1.320988,16.598765,634,214,2689
lets-mica/mica,5.115632,1.211991,103.479657,2389,566,48325
MiPushFramework/MiPushFramework,5.345133,1.421829,125.831858,1812,482,42657
lendylongli/qianghongbao,4.244898,1.673469,8.224490,208,82,403
Yalantis/Horizon,3.500000,1.150000,3.450000,70,23,69
sohutv/mqcloud,5.667595,1.198700,52.509749,6104,1291,56553
twitter-archive/distributedlog,5.278079,1.467080,34.392719,6814,1894,44401
hncboy/ai-beehive,5.172414,1.170115,1.439080,2250,509,626
xinghongfei/LookLook,4.331776,1.355140,11.004673,927,290,2355
aress31/burpgpt,4.000000,2.312500,4.437500,64,37,71
Fox2Code/FoxMagiskModuleManager,7.860656,1.385246,29.786885,959,169,3634
xiaohaibin/XBanner,4.581395,1.372093,38.686047,394,118,3327
soarcn/BottomSheet,5.341463,1.268293,49.000000,219,52,2009
julian-klode/dns66,5.424528,1.301887,3.716981,575,138,394
markushi/android-ui,4.000000,1.470588,9.470588,68,25,161
JessYanCoding/RetrofitUrlManager,3.714286,1.142857,13.457143,130,40,471
TrackerControl/tracker-control-android,5.500000,1.302083,19.770833,1056,250,3796
h2oai/h2o-2,6.061459,2.997702,44.252154,10553,5219,77043
stevenhalim/cpbook-code,1.435644,1.009901,9.455446,145,102,955
anjlab/android-inapp-billing-v3,3.761905,1.119048,28.619048,158,47,1202
siavash79/PixelXpert,6.662379,1.681672,17.790997,2072,523,5533
theDazzler/droidicon,3.809524,2.500000,9.690476,160,105,407
avjinder/Minimal-Todo,5.978723,1.680851,8.787234,281,79,413
ainilili/ratel,4.657143,1.350000,29.400000,652,189,4116
moneytoo/Player,5.640449,1.235955,61.426966,502,110,5467
HpWens/MeiWidgetView,4.676724,1.331897,26.676724,1085,309,6189
p6spy/p6spy,4.846154,1.551282,37.878205,756,242,5909
dmilicic/Android-Clean-Boilerplate,1.727273,1.227273,2.000000,38,27,44
eleme/lancet,4.348684,1.342105,4.401316,661,204,669
timusus/Shuttle,6.881579,1.603618,25.268092,4184,975,15363
jimmysuncpt/Algorithms,3.110390,1.000000,20.237013,958,308,6233
l123456789jy/Lazy,3.541667,1.166667,96.291667,425,140,11555
jeecgboot/jeecg,7.633441,1.381029,127.940514,4748,859,79579
keycloak/keycloak-quickstarts,8.473684,1.092105,16.802632,644,83,1277
seiginonakama/BlockCanaryEx,3.489362,1.244681,10.148936,328,117,954
FormidableLabs/react-native-app-auth,5.619048,1.047619,13.714286,118,22,288
fython/MaterialStepperView,5.029412,1.323529,50.647059,171,45,1722
codingXiaxw/seckill,4.100000,1.550000,6.700000,82,31,134
loopeer/CardStackView,4.225806,1.709677,63.354839,131,53,1964
864381832/xJavaFxTool,5.820513,1.358974,10.897436,227,53,425
ethereum/ethereumj,5.854472,1.523577,37.595935,7201,1874,46243
harjot-oberai/MaterialShadows,3.437500,1.250000,21.437500,55,20,343
srikanth-lingala/zip4j,7.178344,1.687898,147.070064,1127,265,23090
nitaliano/react-native-mapbox-gl,3.965812,1.380342,31.692308,928,323,7416
API-Security/APIKit,5.847826,1.478261,7.108696,269,68,327
Prototik/HoloEverywhere,6.529492,2.171468,83.676269,4760,1583,61000
gjiazhe/PanoramaImageView,5.222222,1.777778,13.000000,47,16,117
xmuSistone/AndroidPileLayout,4.684211,1.473684,12.000000,89,28,228
shimh-develop/blog-vue-springboot,6.100000,1.375000,13.187500,488,110,1055
NiceSeason/gulimall-learning,4.528190,1.179525,3.632047,3052,795,2448
SafeGroceryStore/MDUT,6.057692,1.057692,25.788462,315,55,1341
zhangkaitao/es,6.478555,1.918736,24.702032,2870,850,10943
valarchie/AgileBoot-Back-End,5.985119,1.360119,3.565476,2011,457,1198
niorgai/StatusBarCompat,6.000000,1.631579,4.736842,114,31,90
VonChange/utao,4.030534,1.251908,121.625954,528,164,15933
kongqw/OpenCVForAndroid,4.238372,1.773256,1163.784884,729,305,200171
webbukkit/dynmap,6.154459,1.321125,37.472930,11595,2489,70599
nekocode/CameraFilter,5.400000,1.850000,3.150000,216,74,126
asLody/SandHook,4.660232,1.204633,772.378378,1207,312,200046
LuckPerms/LuckPerms,7.441897,1.446640,23.230830,9414,1830,29387
jgilfelt/android-sqlite-asset-helper,5.000000,1.750000,9.125000,40,14,73
bin392328206/six-finger,1.169014,1.000000,9.126761,83,71,648
